data,hora,rodovia,km,municipio,tipo,gravidade,latitude,longitude
2020-09-16,04:30:00,304.0,249,SANTA MARIA,Colisão lateral,Com Vítimas Feridas,-5.82888181,-35.76257697
2020-09-16,04:30:00,304.0,249,SANTA MARIA,Colisão lateral,Com Vítimas Feridas,-5.82888181,-35.76257697
2020-09-16,07:35:00,101.0,102,NATAL,Colisão traseira,Com Vítimas Feridas,-5.88861,-35.24033
2020-09-16,07:35:00,101.0,102,NATAL,Colisão traseira,Com Vítimas Feridas,-5.88861,-35.24033
2020-09-16,07:35:00,101.0,102,NATAL,Colisão traseira,Com Vítimas Feridas,-5.88861,-35.24033
2020-09-16,07:35:00,101.0,102,NATAL,Colisão traseira,Com Vítimas Feridas,-5.88861,-35.24033
2020-09-16,07:35:00,101.0,102,NATAL,Colisão traseira,Com Vítimas Feridas,-5.88861,-35.24033
2020-09-16,07:35:00,101.0,102,NATAL,Colisão traseira,Com Vítimas Feridas,-5.88861,-35.24033
2020-09-16,07:35:00,101.0,102,NATAL,Colisão traseira,Com Vítimas Feridas,-5.88861,-35.24033
2020-09-16,07:35:00,101.0,102,NATAL,Colisão traseira,Com Vítimas Feridas,-5.88861,-35.24033
2020-09-16,07:35:00,101.0,102,NATAL,Colisão traseira,Com Vítimas Feridas,-5.88861,-35.24033
2020-09-16,07:35:00,101.0,102,NATAL,Colisão traseira,Com Vítimas Feridas,-5.88861,-35.24033
2020-09-16,07:35:00,101.0,102,NATAL,Colisão traseira,Com Vítimas Feridas,-5.88861,-35.24033
2020-09-16,07:35:00,101.0,102,NATAL,Colisão traseira,Com Vítimas Feridas,-5.88861,-35.24033
2020-09-16,07:35:00,101.0,102,NATAL,Colisão traseira,Com Vítimas Feridas,-5.88861,-35.24033
2020-09-16,07:35:00,101.0,102,NATAL,Colisão traseira,Com Vítimas Feridas,-5.88861,-35.24033
2020-09-16,07:35:00,101.0,102,NATAL,Colisão traseira,Com Vítimas Feridas,-5.88861,-35.24033
2020-09-16,07:30:00,101.0,101,PARNAMIRIM,Colisão com objeto estático,Sem Vítimas,-5.88681084,-35.23143404
2020-09-16,16:50:00,405.0,1,MOSSORO,Colisão transversal,Sem Vítimas,-5.19170196,-37.361471
2020-09-16,16:50:00,405.0,1,MOSSORO,Colisão transversal,Sem Vítimas,-5.19170196,-37.361471
2020-09-16,16:50:00,405.0,1,MOSSORO,Colisão transversal,Sem Vítimas,-5.19170196,-37.361471
2020-09-16,16:50:00,405.0,1,MOSSORO,Colisão transversal,Sem Vítimas,-5.19170196,-37.361471
2020-09-17,01:50:00,101.0,166,BAIA FORMOSA,Colisão traseira,Com Vítimas Feridas,-6.41690408,-35.12638614
2020-09-17,01:50:00,101.0,166,BAIA FORMOSA,Colisão traseira,Com Vítimas Feridas,-6.41690408,-35.12638614
2020-09-17,01:50:00,101.0,166,BAIA FORMOSA,Colisão traseira,Com Vítimas Feridas,-6.41690408,-35.12638614
2020-09-17,01:50:00,101.0,166,BAIA FORMOSA,Colisão traseira,Com Vítimas Feridas,-6.41690408,-35.12638614
2020-09-17,06:58:00,406.0,151,CEARA-MIRIM,Colisão transversal,Sem Vítimas,-5.65094554,-35.42341594
2020-09-17,06:58:00,406.0,151,CEARA-MIRIM,Colisão transversal,Sem Vítimas,-5.65094554,-35.42341594
2020-09-18,05:35:00,406.0,171,SAO GONCALO DO AMARANTE,Colisão transversal,Sem Vítimas,-5.76172663,-35.29115323
2020-09-18,05:35:00,406.0,171,SAO GONCALO DO AMARANTE,Colisão transversal,Sem Vítimas,-5.76172663,-35.29115323
2020-09-18,07:41:00,226.0,49,BOM JESUS,Capotamento,Com Vítimas Feridas,-5.991731,-35.597491
2020-09-18,07:41:00,226.0,49,BOM JESUS,Capotamento,Com Vítimas Feridas,-5.991731,-35.597491
2020-09-18,07:41:00,226.0,49,BOM JESUS,Capotamento,Com Vítimas Feridas,-5.991731,-35.597491
2020-09-18,07:41:00,226.0,49,BOM JESUS,Capotamento,Com Vítimas Feridas,-5.991731,-35.597491
2020-09-18,07:41:00,226.0,49,BOM JESUS,Engavetamento,Com Vítimas Feridas,-5.991731,-35.597491
2020-09-18,07:41:00,226.0,49,BOM JESUS,Engavetamento,Com Vítimas Feridas,-5.991731,-35.597491
2020-09-18,07:41:00,226.0,49,BOM JESUS,Engavetamento,Com Vítimas Feridas,-5.991731,-35.597491
2020-09-18,07:41:00,226.0,49,BOM JESUS,Engavetamento,Com Vítimas Feridas,-5.991731,-35.597491
2020-09-18,13:35:00,101.0,95,NATAL,Colisão traseira,Sem Vítimas,-5.840768,-35.210358
2020-09-18,13:35:00,101.0,95,NATAL,Colisão traseira,Sem Vítimas,-5.840768,-35.210358
2020-09-19,12:25:00,101.0,94,NATAL,Colisão lateral,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-19,12:25:00,101.0,94,NATAL,Colisão lateral,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-20,15:40:00,304.0,275,IELMO MARINHO,Colisão frontal,Com Vítimas Feridas,-5.8806731,-35.53369602
2020-09-20,15:40:00,304.0,275,IELMO MARINHO,Colisão frontal,Com Vítimas Feridas,-5.8806731,-35.53369602
2020-09-20,15:40:00,304.0,275,IELMO MARINHO,Colisão frontal,Com Vítimas Feridas,-5.8806731,-35.53369602
2020-09-20,14:30:00,406.0,152,CEARA-MIRIM,Queda de ocupante de veículo,Com Vítimas Feridas,-5.65651272,-35.41672366
2020-09-20,17:15:00,101.0,96,NATAL,Colisão com objeto estático,Sem Vítimas,-5.84949622,-35.20890752
2020-09-20,17:15:00,101.0,96,NATAL,Colisão com objeto estático,Sem Vítimas,-5.84949622,-35.20890752
2020-09-04,11:00:00,110.0,45,MOSSORO,Colisão traseira,Com Vítimas Feridas,-5.19257993,-37.31114905
2020-09-04,11:00:00,110.0,45,MOSSORO,Colisão traseira,Com Vítimas Feridas,-5.19257993,-37.31114905
2020-09-20,16:20:00,304.0,35,MOSSORO,Colisão lateral,Sem Vítimas,-5.16149497,-37.35068212
2020-09-20,16:20:00,304.0,35,MOSSORO,Colisão lateral,Sem Vítimas,-5.16149497,-37.35068212
2020-09-23,13:17:00,304.0,93,ACU,Tombamento,Com Vítimas Fatais,-5.54470887,-37.07842691
2020-09-23,13:17:00,304.0,93,ACU,Tombamento,Com Vítimas Fatais,-5.54470887,-37.07842691
2020-09-23,13:17:00,304.0,93,ACU,Tombamento,Com Vítimas Fatais,-5.54470887,-37.07842691
2020-09-23,13:17:00,304.0,93,ACU,Tombamento,Com Vítimas Fatais,-5.54470887,-37.07842691
2020-09-23,13:17:00,304.0,93,ACU,Saída de leito carroçável,Com Vítimas Fatais,-5.54470887,-37.07842691
2020-09-23,13:17:00,304.0,93,ACU,Saída de leito carroçável,Com Vítimas Fatais,-5.54470887,-37.07842691
2020-09-23,13:17:00,304.0,93,ACU,Saída de leito carroçável,Com Vítimas Fatais,-5.54470887,-37.07842691
2020-09-23,13:17:00,304.0,93,ACU,Saída de leito carroçável,Com Vítimas Fatais,-5.54470887,-37.07842691
2020-09-23,13:17:00,304.0,93,ACU,Colisão transversal,Com Vítimas Fatais,-5.54470887,-37.07842691
2020-09-23,13:17:00,304.0,93,ACU,Colisão transversal,Com Vítimas Fatais,-5.54470887,-37.07842691
2020-09-23,13:17:00,304.0,93,ACU,Colisão transversal,Com Vítimas Fatais,-5.54470887,-37.07842691
2020-09-23,13:17:00,304.0,93,ACU,Colisão transversal,Com Vítimas Fatais,-5.54470887,-37.07842691
2020-09-23,15:40:00,101.0,96,NATAL,Colisão lateral,Com Vítimas Feridas,-5.84949622,-35.20890752
2020-09-23,18:45:00,406.0,169,SAO GONCALO DO AMARANTE,Colisão traseira,Com Vítimas Feridas,-5.756651,-35.304758
2020-09-23,18:45:00,406.0,169,SAO GONCALO DO AMARANTE,Colisão traseira,Com Vítimas Feridas,-5.756651,-35.304758
2020-09-24,00:05:00,427.0,95,CAICO,Colisão com objeto estático,Sem Vítimas,-6.477626,-37.070442
2020-09-24,00:05:00,427.0,95,CAICO,Saída de leito carroçável,Sem Vítimas,-6.477626,-37.070442
2020-09-24,18:05:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão transversal,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão transversal,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão transversal,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão transversal,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão transversal,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão transversal,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,18:05:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-24,19:34:00,304.0,32,MOSSORO,Colisão traseira,Com Vítimas Feridas,-5.13933087,-37.3456192
2020-09-24,19:34:00,304.0,32,MOSSORO,Colisão traseira,Com Vítimas Feridas,-5.13933087,-37.3456192
2020-09-24,19:34:00,304.0,32,MOSSORO,Colisão traseira,Com Vítimas Feridas,-5.13933087,-37.3456192
2020-09-24,19:34:00,304.0,32,MOSSORO,Colisão traseira,Com Vítimas Feridas,-5.13933087,-37.3456192
2020-09-24,19:34:00,304.0,32,MOSSORO,Colisão traseira,Com Vítimas Feridas,-5.13933087,-37.3456192
2020-09-24,19:34:00,304.0,32,MOSSORO,Colisão traseira,Com Vítimas Feridas,-5.13933087,-37.3456192
2020-09-24,20:45:00,101.0,138,ARES,Incêndio,Sem Vítimas,-6.1884521,-35.2132263
2020-09-25,17:40:00,101.0,104,PARNAMIRIM,Colisão traseira,Com Vítimas Feridas,-5.892745,-35.257225
2020-09-25,17:40:00,101.0,104,PARNAMIRIM,Colisão traseira,Com Vítimas Feridas,-5.892745,-35.257225
2020-09-25,18:25:00,226.0,86,TANGARA,Capotamento,Com Vítimas Feridas,-6.21740029,-35.82282588
2020-09-25,18:25:00,226.0,86,TANGARA,Capotamento,Com Vítimas Feridas,-6.21740029,-35.82282588
2020-09-25,18:25:00,226.0,86,TANGARA,Capotamento,Com Vítimas Feridas,-6.21740029,-35.82282588
2020-09-25,18:25:00,226.0,86,TANGARA,Capotamento,Com Vítimas Feridas,-6.21740029,-35.82282588
2020-09-25,18:25:00,226.0,86,TANGARA,Capotamento,Com Vítimas Feridas,-6.21740029,-35.82282588
2020-09-25,18:25:00,226.0,86,TANGARA,Saída de leito carroçável,Com Vítimas Feridas,-6.21740029,-35.82282588
2020-09-25,18:25:00,226.0,86,TANGARA,Saída de leito carroçável,Com Vítimas Feridas,-6.21740029,-35.82282588
2020-09-25,18:25:00,226.0,86,TANGARA,Saída de leito carroçável,Com Vítimas Feridas,-6.21740029,-35.82282588
2020-09-25,18:25:00,226.0,86,TANGARA,Saída de leito carroçável,Com Vítimas Feridas,-6.21740029,-35.82282588
2020-09-25,18:25:00,226.0,86,TANGARA,Saída de leito carroçável,Com Vítimas Feridas,-6.21740029,-35.82282588
2020-09-25,18:25:00,226.0,86,TANGARA,Colisão com objeto em movimento,Com Vítimas Feridas,-6.21740029,-35.82282588
2020-09-25,18:25:00,226.0,86,TANGARA,Colisão com objeto em movimento,Com Vítimas Feridas,-6.21740029,-35.82282588
2020-09-25,18:25:00,226.0,86,TANGARA,Colisão com objeto em movimento,Com Vítimas Feridas,-6.21740029,-35.82282588
2020-09-25,18:25:00,226.0,86,TANGARA,Colisão com objeto em movimento,Com Vítimas Feridas,-6.21740029,-35.82282588
2020-09-25,18:25:00,226.0,86,TANGARA,Colisão com objeto em movimento,Com Vítimas Feridas,-6.21740029,-35.82282588
2020-09-25,18:15:00,101.0,104,PARNAMIRIM,Colisão traseira,Sem Vítimas,-5.892745,-35.257225
2020-09-25,18:15:00,101.0,104,PARNAMIRIM,Colisão traseira,Sem Vítimas,-5.892745,-35.257225
2020-09-26,07:15:00,101.0,109,PARNAMIRIM,Colisão transversal,Com Vítimas Feridas,-5.937378,-35.26483
2020-09-26,18:50:00,101.0,27,RIO DO FOGO,Atropelamento de Animal,Com Vítimas Feridas,-5.34624605,-35.39211109
2020-09-26,18:50:00,101.0,27,RIO DO FOGO,Atropelamento de Animal,Com Vítimas Feridas,-5.34624605,-35.39211109
2020-09-26,18:50:00,101.0,27,RIO DO FOGO,Atropelamento de Animal,Com Vítimas Feridas,-5.34624605,-35.39211109
2020-09-26,18:50:00,101.0,27,RIO DO FOGO,Atropelamento de Animal,Com Vítimas Feridas,-5.34624605,-35.39211109
2020-09-26,18:50:00,101.0,27,RIO DO FOGO,Atropelamento de Animal,Com Vítimas Feridas,-5.34624605,-35.39211109
2020-09-26,18:50:00,101.0,27,RIO DO FOGO,Atropelamento de Animal,Com Vítimas Feridas,-5.34624605,-35.39211109
2020-09-26,08:30:00,226.0,328,MESSIAS TARGINO,Derramamento de carga,Sem Vítimas,-6.08101897,-37.554691
2020-09-26,08:30:00,226.0,328,MESSIAS TARGINO,Derramamento de carga,Sem Vítimas,-6.08101897,-37.554691
2020-09-26,08:30:00,226.0,328,MESSIAS TARGINO,Derramamento de carga,Sem Vítimas,-6.08101897,-37.554691
2020-09-26,08:30:00,226.0,328,MESSIAS TARGINO,Derramamento de carga,Sem Vítimas,-6.08101897,-37.554691
2020-09-26,08:30:00,226.0,328,MESSIAS TARGINO,Colisão com objeto estático,Sem Vítimas,-6.08101897,-37.554691
2020-09-26,08:30:00,226.0,328,MESSIAS TARGINO,Colisão com objeto estático,Sem Vítimas,-6.08101897,-37.554691
2020-09-26,08:30:00,226.0,328,MESSIAS TARGINO,Colisão com objeto estático,Sem Vítimas,-6.08101897,-37.554691
2020-09-26,08:30:00,226.0,328,MESSIAS TARGINO,Colisão com objeto estático,Sem Vítimas,-6.08101897,-37.554691
2020-09-26,08:30:00,226.0,328,MESSIAS TARGINO,Tombamento,Sem Vítimas,-6.08101897,-37.554691
2020-09-26,08:30:00,226.0,328,MESSIAS TARGINO,Tombamento,Sem Vítimas,-6.08101897,-37.554691
2020-09-26,08:30:00,226.0,328,MESSIAS TARGINO,Tombamento,Sem Vítimas,-6.08101897,-37.554691
2020-09-26,08:30:00,226.0,328,MESSIAS TARGINO,Tombamento,Sem Vítimas,-6.08101897,-37.554691
2020-09-27,09:55:00,101.0,75,NATAL,Colisão lateral,Com Vítimas Feridas,-5.721906,-35.27672
2020-09-27,09:55:00,101.0,75,NATAL,Colisão lateral,Com Vítimas Feridas,-5.721906,-35.27672
2020-09-27,09:55:00,101.0,75,NATAL,Colisão lateral,Com Vítimas Feridas,-5.721906,-35.27672
2020-09-27,12:40:00,304.0,295,MACAIBA,Queda de ocupante de veículo,Com Vítimas Feridas,-5.86605927,-35.35822096
2020-09-27,12:40:00,304.0,295,MACAIBA,Queda de ocupante de veículo,Com Vítimas Feridas,-5.86605927,-35.35822096
2020-09-27,12:40:00,304.0,295,MACAIBA,Queda de ocupante de veículo,Com Vítimas Feridas,-5.86605927,-35.35822096
2020-09-27,12:40:00,304.0,295,MACAIBA,Queda de ocupante de veículo,Com Vítimas Feridas,-5.86605927,-35.35822096
2020-09-27,12:40:00,304.0,295,MACAIBA,Tombamento,Com Vítimas Feridas,-5.86605927,-35.35822096
2020-09-27,12:40:00,304.0,295,MACAIBA,Tombamento,Com Vítimas Feridas,-5.86605927,-35.35822096
2020-09-27,12:40:00,304.0,295,MACAIBA,Tombamento,Com Vítimas Feridas,-5.86605927,-35.35822096
2020-09-27,12:40:00,304.0,295,MACAIBA,Tombamento,Com Vítimas Feridas,-5.86605927,-35.35822096
2020-09-28,06:50:00,406.0,168,SAO GONCALO DO AMARANTE,Queda de ocupante de veículo,Com Vítimas Feridas,-5.75269453,-35.31535484
2020-09-28,06:50:00,406.0,168,SAO GONCALO DO AMARANTE,Queda de ocupante de veículo,Com Vítimas Feridas,-5.75269453,-35.31535484
2020-09-28,06:50:00,406.0,168,SAO GONCALO DO AMARANTE,Colisão transversal,Com Vítimas Feridas,-5.75269453,-35.31535484
2020-09-28,06:50:00,406.0,168,SAO GONCALO DO AMARANTE,Colisão transversal,Com Vítimas Feridas,-5.75269453,-35.31535484
2020-09-28,07:00:00,405.0,2,MOSSORO,Colisão transversal,Com Vítimas Feridas,-5.192827,-37.371124
2020-09-28,07:00:00,405.0,2,MOSSORO,Colisão transversal,Com Vítimas Feridas,-5.192827,-37.371124
2020-09-28,08:30:00,406.0,154,CEARA-MIRIM,Colisão traseira,Com Vítimas Feridas,-5.67079426,-35.40552534
2020-09-27,21:30:00,101.0,161,CANGUARETAMA,Queda de ocupante de veículo,Com Vítimas Feridas,-6.37832592,-35.14846487
2020-09-27,21:30:00,101.0,161,CANGUARETAMA,Queda de ocupante de veículo,Com Vítimas Feridas,-6.37832592,-35.14846487
2020-09-27,21:30:00,101.0,161,CANGUARETAMA,Queda de ocupante de veículo,Com Vítimas Feridas,-6.37832592,-35.14846487
2020-09-27,21:30:00,101.0,161,CANGUARETAMA,Queda de ocupante de veículo,Com Vítimas Feridas,-6.37832592,-35.14846487
2020-09-29,01:55:00,101.0,94,NATAL,Queda de ocupante de veículo,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-29,01:55:00,101.0,94,NATAL,Queda de ocupante de veículo,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-29,01:55:00,101.0,94,NATAL,Queda de ocupante de veículo,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-29,01:55:00,101.0,94,NATAL,Queda de ocupante de veículo,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-29,01:55:00,101.0,94,NATAL,Queda de ocupante de veículo,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-29,01:55:00,101.0,94,NATAL,Queda de ocupante de veículo,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-29,01:55:00,101.0,94,NATAL,Tombamento,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-29,01:55:00,101.0,94,NATAL,Tombamento,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-29,01:55:00,101.0,94,NATAL,Tombamento,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-29,01:55:00,101.0,94,NATAL,Tombamento,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-29,01:55:00,101.0,94,NATAL,Tombamento,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-29,01:55:00,101.0,94,NATAL,Tombamento,Com Vítimas Feridas,-5.83176615,-35.21191342
2020-09-29,05:30:00,304.0,40,MOSSORO,Queda de ocupante de veículo,Com Vítimas Feridas,-5.196199,-37.3785
2020-09-29,11:30:00,405.0,73,APODI,Colisão transversal,Com Vítimas Fatais,-5.6262269,-37.79782904
2020-09-29,11:30:00,405.0,73,APODI,Colisão transversal,Com Vítimas Fatais,-5.6262269,-37.79782904
2020-09-29,11:30:00,405.0,73,APODI,Colisão transversal,Com Vítimas Fatais,-5.6262269,-37.79782904
2020-09-30,18:20:00,101.0,85,NATAL,Queda de ocupante de veículo,Sem Vítimas,-5.777664,-35.249371
2020-09-30,18:20:00,101.0,85,NATAL,Queda de ocupante de veículo,Sem Vítimas,-5.777664,-35.249371
2020-09-30,18:20:00,101.0,85,NATAL,Queda de ocupante de veículo,Sem Vítimas,-5.777664,-35.249371
2020-09-30,18:20:00,101.0,85,NATAL,Queda de ocupante de veículo,Sem Vítimas,-5.777664,-35.249371
2020-09-30,18:20:00,101.0,85,NATAL,Queda de ocupante de veículo,Sem Vítimas,-5.777664,-35.249371
2020-09-30,18:20:00,101.0,85,NATAL,Queda de ocupante de veículo,Sem Vítimas,-5.777664,-35.249371
2020-09-30,18:20:00,101.0,85,NATAL,Colisão traseira,Sem Vítimas,-5.777664,-35.249371
2020-09-30,18:20:00,101.0,85,NATAL,Colisão traseira,Sem Vítimas,-5.777664,-35.249371
2020-09-30,18:20:00,101.0,85,NATAL,Colisão traseira,Sem Vítimas,-5.777664,-35.249371
2020-09-30,18:20:00,101.0,85,NATAL,Colisão traseira,Sem Vítimas,-5.777664,-35.249371
2020-09-30,18:20:00,101.0,85,NATAL,Colisão traseira,Sem Vítimas,-5.777664,-35.249371
2020-09-30,18:20:00,101.0,85,NATAL,Colisão traseira,Sem Vítimas,-5.777664,-35.249371
2020-10-01,13:50:00,101.0,129,SAO JOSE DE MIPIBU,Colisão traseira,Com Vítimas Feridas,-6.112119,-35.233627
2020-10-01,13:50:00,101.0,129,SAO JOSE DE MIPIBU,Colisão traseira,Com Vítimas Feridas,-6.112119,-35.233627
2020-10-01,13:50:00,101.0,129,SAO JOSE DE MIPIBU,Colisão traseira,Com Vítimas Feridas,-6.112119,-35.233627
2020-10-01,18:40:00,101.0,103,PARNAMIRIM,Tombamento,Com Vítimas Feridas,-5.89034022,-35.24894996
2020-10-01,18:40:00,101.0,103,PARNAMIRIM,Tombamento,Com Vítimas Feridas,-5.89034022,-35.24894996
2020-10-02,04:30:00,101.0,82,NATAL,Colisão com objeto estático,Com Vítimas Fatais,-5.76791511,-35.27456305
2020-10-02,10:35:00,304.0,295,MACAIBA,Engavetamento,Sem Vítimas,-5.86605927,-35.35822096
2020-10-02,10:35:00,304.0,295,MACAIBA,Engavetamento,Sem Vítimas,-5.86605927,-35.35822096
2020-10-02,10:35:00,304.0,295,MACAIBA,Engavetamento,Sem Vítimas,-5.86605927,-35.35822096
2020-10-02,10:35:00,304.0,295,MACAIBA,Engavetamento,Sem Vítimas,-5.86605927,-35.35822096
2020-10-02,10:35:00,304.0,295,MACAIBA,Engavetamento,Sem Vítimas,-5.86605927,-35.35822096
2020-10-02,18:30:00,110.0,46,MOSSORO,Colisão traseira,Sem Vítimas,-5.203384,-37.325634
2020-10-02,18:30:00,110.0,46,MOSSORO,Colisão traseira,Sem Vítimas,-5.203384,-37.325634
2020-10-02,18:30:00,110.0,46,MOSSORO,Colisão traseira,Sem Vítimas,-5.203384,-37.325634
2020-10-02,18:30:00,110.0,46,MOSSORO,Colisão traseira,Sem Vítimas,-5.203384,-37.325634
2020-10-03,03:45:00,101.0,109,PARNAMIRIM,Queda de ocupante de veículo,Com Vítimas Feridas,-5.937378,-35.26483
2020-10-03,06:45:00,304.0,35,MOSSORO,Tombamento,Com Vítimas Feridas,-5.16149497,-37.35068212
2020-10-03,06:45:00,304.0,35,MOSSORO,Tombamento,Com Vítimas Feridas,-5.16149497,-37.35068212
2020-10-03,15:40:00,304.0,40,MOSSORO,Capotamento,Com Vítimas Feridas,-5.196199,-37.3785
2020-10-03,15:40:00,304.0,40,MOSSORO,Capotamento,Com Vítimas Feridas,-5.196199,-37.3785
2020-10-03,15:40:00,304.0,40,MOSSORO,Colisão transversal,Com Vítimas Feridas,-5.196199,-37.3785
2020-10-03,15:40:00,304.0,40,MOSSORO,Colisão transversal,Com Vítimas Feridas,-5.196199,-37.3785
2020-10-03,18:05:00,101.0,148,GOIANINHA,Atropelamento de Pedestre,Com Vítimas Feridas,-6.279491,-35.204899
2020-10-03,18:05:00,101.0,148,GOIANINHA,Atropelamento de Pedestre,Com Vítimas Feridas,-6.279491,-35.204899
2020-10-03,18:05:00,101.0,148,GOIANINHA,Atropelamento de Pedestre,Com Vítimas Feridas,-6.279491,-35.204899
2020-10-03,18:05:00,101.0,148,GOIANINHA,Atropelamento de Pedestre,Com Vítimas Feridas,-6.279491,-35.204899
2020-10-04,15:07:00,110.0,3,AREIA BRANCA,Colisão frontal,Sem Vítimas,-4.94073062,-37.10794982
2020-10-04,15:07:00,110.0,3,AREIA BRANCA,Colisão frontal,Sem Vítimas,-4.94073062,-37.10794982
2020-10-04,20:15:00,101.0,85,NATAL,Colisão com objeto estático,Sem Vítimas,-5.777664,-35.249371
2020-10-04,20:15:00,101.0,85,NATAL,Colisão com objeto estático,Sem Vítimas,-5.777664,-35.249371
2020-10-04,20:15:00,101.0,85,NATAL,Colisão com objeto estático,Sem Vítimas,-5.777664,-35.249371
2020-10-04,20:15:00,101.0,85,NATAL,Colisão com objeto estático,Sem Vítimas,-5.777664,-35.249371
2020-10-04,20:15:00,101.0,85,NATAL,Colisão lateral,Sem Vítimas,-5.777664,-35.249371
2020-10-04,20:15:00,101.0,85,NATAL,Colisão lateral,Sem Vítimas,-5.777664,-35.249371
2020-10-04,20:15:00,101.0,85,NATAL,Colisão lateral,Sem Vítimas,-5.777664,-35.249371
2020-10-04,20:15:00,101.0,85,NATAL,Colisão lateral,Sem Vítimas,-5.777664,-35.249371
2020-10-05,10:25:00,304.0,294,MACAIBA,Tombamento,Com Vítimas Feridas,-5.864849,-35.349312
2020-10-05,10:25:00,304.0,294,MACAIBA,Tombamento,Com Vítimas Feridas,-5.864849,-35.349312
2020-10-05,10:25:00,304.0,294,MACAIBA,Tombamento,Com Vítimas Feridas,-5.864849,-35.349312
2020-10-05,10:25:00,304.0,294,MACAIBA,Tombamento,Com Vítimas Feridas,-5.864849,-35.349312
2020-10-05,10:25:00,304.0,294,MACAIBA,Tombamento,Com Vítimas Feridas,-5.864849,-35.349312
